source,source_id,title,abstract,journal,pub_date,doi,url,authors,score,score_reason
PubMed,42212800,Chromid-like secondary replicons as predicted key sites of biosynthetic gene clusters in Ktedonobacteria.,"Soils harbor immense biosynthetic gene cluster (BGC) diversity that mediates microbial interactions, yet this potential remains unevenly mapped and poorly characterized across diverse bacterial lineages. Ktedonobacteria (phylum Chloroflexota) are an actinomycete-like lineage widely distributed in terrestrial soils, including oligotrophic volcanic deposits; however, their secondary metabolism and genome architecture remain poorly characterized. Here, we integrate targeted cultivation from volcanic soils at Mount Zao (Japan) with genome-resolved metagenomics and comparative analysis of public genomes to examine biosynthetic potential across 183 ktedonobacterial genomes. We identified 1,546 BGCs and grouped them into 1,162 non-redundant gene-cluster families (GCFs) using antiSMASH and BiG-SLiCE. Nearly one quarter of genomes encoded ≥10 distinct GCFs, and several family-level clades exhibited high GCF richness that approached that of Streptomyces within our data set, highlighting a putatively biosynthetically rich yet underexplored soil bacterial lineage. Most ktedonobacterial BGCs were highly divergent from current reference collections and exhibited unusually low intra-genomic redundancy, suggesting broad putative chemical diversity. Long-read assemblies from 10 cultured strains revealed recurrent 1.6-3.5 Mb ECE-like contigs with chromid-like features, but distinct maintenance features. These replicons were consistently enriched in BGCs and mobility-associated genes, with mobility loci concentrated near BGC boundaries. Collectively, our results expand the phylogenetic landscape of soil biosynthetic diversity and highlight ECE-like contigs as major genomic reservoirs for secondary metabolism in Ktedonobacteria. Soil bacteria produce many of the small molecules that become medicines and help microbes interact with each other. Yet most of this chemical diversity remains unexplored because many soil lineages are difficult to cultivate and remain genomically underrepresented. Much of what we know comes from well-studied groups such as actinomycetes, leaving many soil lineages largely unexplored. We analyzed 183 genomes from Ktedonobacteria, an actinomycete-like group within the phylum Chloroflexota that is widespread in terrestrial soils, including nutrient-poor volcanic deposits. We uncovered a large and diverse set of gene clusters predicted to produce secondary metabolites, many of which lack close counterparts in current reference collections. We also show that these clusters are concentrated on large ECE-like contigs with chromid-like features, pointing to a dedicated genomic reservoir that can accumulate and reshuffle biosynthetic traits. Our results expand the known sources of soil biosynthetic diversity and provide a foundation for future cultivation and functional characterization of Ktedonobacteria metabolites.",mSystems,2026 May 29,10.1128/msystems.00197-26,https://pubmed.ncbi.nlm.nih.gov/42212800/,"Yabe S, Zheng Y, Takahashi S, Yang C, Nose Y, Yamazaki S, Okuma N, Rachmania MK, et al.",9.3,"keyword+5.5, journal+3.8"
PubMed,42212684,Decoding the microbiome: artificial intelligence-targeted gut microenvironment breakthroughs in personalized cancer therapy.,"The gut microbiome functions as a key regulator of tumorigenesis and progression, thereby modulating tumor development and treatment outcomes (including chemoresistance, immunotherapy efficacy, and adverse effects) through its influence on the immune microenvironment and metabolite-mediated signaling pathways. Recent advances in multiomics technologies (metagenomics, metabolomics, and transcriptomics) have generated large-scale, comprehensive, and heterogeneous datasets whose complexity exceeds the capabilities of manual analysis, thus necessitating the implementation of artificial intelligence-based approaches. This review systematically examines the crucial role of the gut microbiome in tumorigenesis, with particular emphasis on colorectal cancer (CRC), specifically addressing its utility as a diagnostic and prognostic biomarker. Furthermore, building upon existing applications of artificial intelligence (AI) in microbiome research and cancer diagnosis and treatment, this review presents an AI-driven precision intervention framework and delineates personalized treatment strategies.",Gut microbes,2026 Dec 31,10.1080/19490976.2026.2672791,https://pubmed.ncbi.nlm.nih.gov/42212684/,"Liu J, Zhao P, Jiang D, Li S, Jin C, Xu D, Wang X, Chen Y, et al.",9.0,"keyword+4.0, journal+5.0"
PubMed,42216307,Predicting Bacterial Radiation Resistance Through Identifying Novel Genomic Features.,"Radiation resistance in bacteria is a critical trait with implications for biotechnology, medicine and environmental science. Deinococcus species possess unique genomic features that enable their extraordinary survival in extreme environments. However, the diversity of radiation resistance mechanisms across bacteria remains poorly explored. Here, we analysed the genomic diversity and functional gene repertoire of Deinococcus and extended the analysis to a broader set of radiation-resistant bacteria. We found that highly resistant strains tend to have smaller genomes and harbour more genes positively associated with radiation resistance, highlighting their potential roles in sustaining cellular homeostasis under radiation-induced stress. By integrating machine learning with curated genomic datasets, we identified key resistance-associated gene signatures and developed a predictive tool to quantify bacterial radiation resistance. This study offers new insights into the genomic basis of radiation resistance and provides a practical framework for its assessment in environmental and microbial engineering applications.",Environmental microbiology,2026 Jun,10.1111/1462-2920.70338,https://pubmed.ncbi.nlm.nih.gov/42216307/,"Liu J, Fang C, Ji B, Zhang T, Li L, Zhu L, Zhang Z, Zhu Z, et al.",9.0,"keyword+5.5, journal+3.5"
PubMed,42215467,The prokaryotic origins of the COMMD protein family involved in eukaryotic membrane trafficking.,"The ten eukaryotic COMMD proteins are core components of the Commander complex, with central roles in endosomal membrane trafficking and signalling. Each protein has an α-helical N-terminal (HN) domain with a C-terminal copper metabolism gene MURR1 (COMM) domain. These ten family members assemble into a heterodecameric ring composed of five specific heterodimers. In this work we have combined structural homology searches with genome-wide predicted structures to identify ancestral COMMD-like proteins that exist as single genes in Bacteria and Archaea. Although there is limited sequence similarity to the eukaryotic proteins the bacterial and archaeal COMMD-like proteins are predicted to form homomeric ring-shaped assemblies like their eukaryotic counterparts. Our biophysical studies, crystal and cryo-EM structures confirm COMMD-like proteins readily form homooligomeric rings composed of eight or ten subunits assembled from core dimeric building blocks and inter-dimer interactions that are analogous to the heterodecameric core structure of the eukaryotic Commander complex. Phylogenetic analyses using amino acid sequences and FoldSeek structural alphabet (3Di) infer that the closest identified relatives to the eukaryotic COMMD proteins are found in Myxococcota bacteria. These findings indicate that COMMD genes emerged early in eukaryotic evolution through multiple rounds of duplication from a single ancestral gene likely acquired from bacteria.",Nature communications,2026 May 29,10.1038/s41467-026-73536-9,https://pubmed.ncbi.nlm.nih.gov/42215467/,"Liu M, Moody ERR, Blades F, Puente-Lelievre C, Chen KE, Stephens EJ, Michie KA, Cater RJ, et al.",9.0,"keyword+4.0, journal+5.0"
PubMed,42214335,Bacterial defense via RES-mediated NAD+ depletion is countered by phage phosphatases.,"Many bacterial defense systems restrict phage infection by breaking down the molecule nicotinamide (Nam) adenine dinucleotide (NAD+) into adenosine diphosphate ribose (ADPR) and Nam. To counter NAD+ depletion-mediated defense, phages evolved NAD+ reconstitution pathway 1 (NARP1), which uses ADPR and Nam to rebuild NAD+. Here, we report a bacterial defense system called aRES, involving RES-domain proteins that are triggered by a phage DNA polymerase to degrade NAD+ into Nam and ADPR-1″-phosphate (ADPR-1P). This molecule cannot serve as a substrate for NARP1; therefore, NAD+ depletion by aRES defends against phages even if they encode NARP1. Some phages evolved an extended NARP1 pathway capable of overcoming aRES defense. In these phages, the NARP1 operon also includes a specialized phosphatase that dephosphorylates ADPR-1P to form ADPR. Our study describes new layers in the NAD+-centric arms race between bacteria and phages and highlights the centrality of the NAD+ pool in cellular battles between viruses and their hosts.",Cell host & microbe,2026 May 29,10.1016/j.chom.2026.05.004,https://pubmed.ncbi.nlm.nih.gov/42214335/,"Osterman I, Hurieva B, Yirmiya E, Leavitt A, Hochhauser D, Itkin M, Malitsky S, Sorek R",9.0,"keyword+4.5, journal+4.5"
PubMed,42210432,Reproductive aging drives deterministic microbiota assembly to mitigate uterine oxidative phosphorylation impairment via spermidine production in laying hens.,"Reproductive aging represents a critical physiological bottleneck characterized by a progressive decline in tissue homeostasis and physiological function. While the gut microbiota is known to shift during host aging, the ecological forces governing the assembly of the reproductive microbiota and its functional feedback on uterine homeostasis remain poorly understood. We demonstrated that uterine aging drives a transition from stochastic to deterministic microbial community assembly, selecting for a microbiota enriched in Rhodococcus in aged laying hens. Multi-omics analyses revealed that this deterministic shift acts as a compensatory mechanism to counteract age-related energy metabolism decline in the uterus. Mechanistically, the aged uterus suffered from oxidative phosphorylation impairment due to PARP1-mediated NAD+ depletion in response to accumulated DNA damage. However, the specific colonization of Rhodococcus ruber, or the administration of its metabolite spermidine, rescued this phenotype. Spermidine improved uterine energy metabolism by inducing PINK1/Parkin-mediated mitophagy, thereby restoring mitochondrial quality control and ATP production essential for eggshell biomineralization. This study uncovers a previously unrecognized role of the microbiota in reproductive aging: resident microbes enhance oxidative phosphorylation in the aged uterus through the metabolite spermidine, which induces mitophagy. This process alleviates cellular energy deficiency caused by PARP1-mediated NAD + depletion, elucidating a key mechanism of host-microbe interaction in maintaining uterine energy homeostasis during aging. Video Abstract.",Microbiome,2026 May 29,10.1186/s40168-026-02437-2,https://pubmed.ncbi.nlm.nih.gov/42210432/,"Dai D, Long C, Ma K, Ma W, Wang P, Qi G, Zhou Z, Wang J",9.0,"keyword+4.5, journal+4.5"
PubMed,42204170,Long-term spatiotemporal evolution of drug-resistant Mycobacterium tuberculosis in China.,"Antibiotics have been used to treat tuberculosis for over 80 years, yet the long-term evolutionary dynamics of Mycobacterium tuberculosis (Mtb) under antibiotic pressure remain poorly characterized at the population level. Here, we analyze more than 18,000 available Mtb genomes to reconstruct the temporal and spatial evolution of drug resistance across China. We observe that resistance mutations to different drugs arose repeatedly, giving rise to hundreds to over a thousand small drug-resistant clades that mostly emerged within the past two decades. Once established, transmission of these clades was predominantly sustained within provinces, but could expand geographically with increased human mobility and bacterial fitness. In addition, we integrate published genomic and CRISPRi screening data to identify mutations associated with the emergence and transmission of drug resistance. Our study highlights the importance of human migration and bacterial adaption in shaping local epidemics of drug-resistant tuberculosis in China.",Nature communications,2026 May 27,10.1038/s41467-026-73577-0,https://pubmed.ncbi.nlm.nih.gov/42204170/,"Chen Y, Liang J, Liu D, Xu P, Jiang Q, Yang T, Liu Q, Takiff HE, et al.",9.0,"keyword+4.0, journal+5.0"
PubMed,42187284,A novel Schinkia sp. respires nitrous oxide over a broad pH range.,"Known bacteria reduce the climate-active gas nitrous oxide (N2O) to dinitrogen (N2) over narrow pH ranges, limiting their efficacy in pH heterogeneous soil environments. A dual pH (pH 4.5 → 7.0 → 4.5) enrichment strategy with N2O as electron acceptor yielded a novel Schinkia isolate, strain CFF1, capable of N2O reduction over broad pH (4.5-8.5) and salinity (1-20 g L-1 NaCl) ranges. Strain CFF1 couples complete fumarate oxidation with N2O respiration and produces 10.2 ± 2.4 mg of biomass (dry weight) per mmol N2O consumed. Fumarate, succinate, lactate, pyruvate, and propionate, but not acetate, formate, or hydrogen, support N2O respiration. N2O reduction rates of 6.13 ± 0.30 µmol N2O (mg biomass hour)-1 were measured at pH 7.5, with ~30% lower rates observed at pH 4.5 and 8.5. Acetylene (33%, vol/vol), a potent inhibitor of N2O reductase (NosZ), had no impact on the growth of strain CFF1 with N2O. Alternate growth-supporting electron acceptors include nitrate, nitrite, and O2. Genomic investigations revealed four distinct clade II nosZ genes, and proteomic measurements demonstrated the synthesis of the same two NosZ under both acidic and alkaline growth conditions. Physiological characterization and phylogenomic analysis indicate the isolate represents a new species in the genus Schinkia, for which the name Schinkia acidoalkalinis strain CFF1 is proposed. A soil isolate capable of reducing N2O over a broad pH range expands our understanding of the ecophysiology of N2O-reducing bacteria and N2O turnover in environments where pH varies across space and time.IMPORTANCEDissimilatory N2O reduction catalyzed by the N2O reductase NosZ is the major process consuming the climate-active gas N2O. Known N2O-reducing microorganisms operate within narrow pH windows, potentially limiting N2O turnover in heterogeneous soil environments. We isolated Schinkia acidoalkalinis strain CFF1 capable of reducing N2O at similar rates over a broad pH range spanning pH 4.5-8.5. The discovery of an N2O-reducing pH generalist expands opportunities for developing robust biotechnologies to enhance N2O consumption in natural and engineered systems characterized by pH heterogeneity.",Applied and environmental microbiology,2026 May 26,10.1128/aem.00069-26,https://pubmed.ncbi.nlm.nih.gov/42187284/,"He G, Davin ME, Kolodney S, Stutzman E, Wright A, Hettich RL, Löffler FE",9.0,"keyword+5.5, journal+3.5"
PubMed,42186092,Yeast culture promotes butyrate produced fibrolytic bacteria as intracellular hydrogen sink in the rumen.,"Yeast culture (YC) supplementation is widely adopted to mitigate rumen pH depression and alleviate the inhibition of fiber degradation under starch-rich diets. Yet, the underlying microbial mechanisms, particularly how yeast culture orchestrates fibrolytic communities and affects metabolic hydrogen flow in the rumen, remain a critical knowledge gap. Accordingly, elucidating the microbial basis by which yeast culture modulates fiber degradation and hydrogen utilization under starch-rich diets is of both theoretical and practical importance. We conducted a study with growing lambs receiving starch-rich diets that differed only in yeast culture supplementation (CON 0%, YC 1%). We evaluated their growth performance, apparent total-tract digestibilities, rumen fermentation end-products, and the rumen metagenome. The YC treatment increased the lambs' final body mass (P = 0.02), average daily gain (P = 0.03), digestibilities of neutral detergent fiber (P < 0.001) and acid detergent fiber (P < 0.001), and rumen pH (P < 0.05), and tended to increase organic matter digestibility (P = 0.09). In addition, total VFA concentrations, particularly butyrate, were higher at 6 h post-morning feeding (P = 0.01). Fibrolytic and hydrogenotrophic taxa (e.g., Ruminococcus_E and Quinella) and CAZyme families, including GH43, GH31, GH9, and GH35, were enriched by the YC treatment, as were bacteria involved in fiber degradation and butyrate production. Furthermore, none of the top five YC treatment-enriched bacterial genomes contained any hydrogenase genes, which indicates that this butyrogenic fibrolytic consortium is significantly different from the hydrogen-producing fiber-degrading microorganisms we are familiar with. Yeast culture supplementation promoted the proliferation of a distinct butyrogenic consortium that degrades fiber while apparently disposing intracellularly metabolic hydrogen generated during fermentation, rather than releasing it as H2. These findings provide a microbial basis for understanding how yeast culture improves fermentation efficiency under starch-rich diets and suggest that selecting yeast culture products capable of promoting butyrogenic fibrolytic bacteria may be beneficial for ruminant performance and rumen stability. Video Abstract.",Microbiome,2026 May 25,10.1186/s40168-026-02436-3,https://pubmed.ncbi.nlm.nih.gov/42186092/,"Wang L, Li F, Ma Z, Ungerfeld EM, Zhang T, Zhang Z, Liu X, Zhang Q, et al.",9.0,"keyword+4.5, journal+4.5"
PubMed,42206586,Dereplication-assisted culturomics enables strain-level ecological analysis of the human gut microbiome.,"Recent advances in culturomics have enabled large-scale recovery of microbial isolates from the human gut, generating extensive culture collections that bridge metagenomic predictions and experimental validation. However, these isolate resources remain largely underutilized, as conventional culturomics prioritizes the discovery of novel species while massive collections of commensal isolates persist as unexplored biological datasets. Dereplication, particularly based on MALDI-TOF MS spectral features, has been largely regarded as a logistical tool for managing redundancy rather than an analytical asset. Here, we reposition dereplication as an analytical framework for interpreting large-scale culturomics datasets and resolving strain-level ecological patterns. We applied the SPeDE pipeline to a comprehensive collection of 2,231 isolates, including Bifidobacterium spp. and Enterococcus faecium, recovered from healthy donor feces. Spectrum-derived operational isolation units (OIUs) revealed host-associated strain-level repertoires and lineage-like clustering within species. Notably, distinct spectral clusters observed in E. faecium corresponded to clade-level patterns identified through shotgun metagenomic analysis. These findings demonstrate that dereplication-assisted culturomics can extend beyond redundancy control to enable high-resolution ecological interpretation of cultured microbiome datasets. By reframing dereplication as a bridge between large-scale isolate generation and strain-level microbiome ecology, this study outlines a conceptual and practical direction for the next phase of human microbiome research in the post-culturomics era.",Gut microbes,2026 Dec 31,10.1080/19490976.2026.2681840,https://pubmed.ncbi.nlm.nih.gov/42206586/,"Yeo S, Park H",8.5,"keyword+3.5, journal+5.0"
PubMed,42178721,Altered SIgA-targeting of gut microbiota is associated with long-term dysbiosis in pediatric solid organ transplant recipients.,"The composition of the gut microbiota (GM) is altered in solid organ transplantation (SOT) recipients, where the degree of dysbiosis is associated with long-term survival and is believed to be influenced by immunosuppression therapy. At the interface stands secretory (S)IgA, however, little is known about its role in governing dysbiosis in the context of SOT. We performed quantitative metagenomic analyses of the GM accompanied by SIgA sequencing in 48 pediatric SOT recipients (age = 10.6 ± 4.7 y) receiving either heart (n = 11), kidney (n = 10) or liver transplantation (n = 27), and compared the results to age-matched healthy controls (HC, n = 16). We confirmed compositional and functional dysbiosis in SOT recipients, with the degree of dysbiosis being associated with tacrolimus (TAC) levels. Overall, SOT recipients exhibited higher SIgA levels than HC, along with an increased percentage of bacteria targeted and altered target spectra. Furthermore, altered SIgA responses were associated with the degree of dysbiosis. A mechanistic model connecting immunosuppression, GM composition and SIgA-targeting is proposed, suggesting that GM dysbiosis in SOT recipients is mediated by the immune system through the SIgA response; direct drug-mediated effects on fecal communities were not observed in in vitro experiments. Our study provides new insights into factors that contribute to persisting dysbiosis in SOT recipients.",Gut microbes,2026 Dec 31,10.1080/19490976.2026.2675078,https://pubmed.ncbi.nlm.nih.gov/42178721/,"Schulze K, Goldschmidt I, Melk A, Boehne M, Woltemate S, Ballmaier M, Kleiner S, Lehmann E, et al.",8.5,"keyword+3.5, journal+5.0"
PubMed,42210078,First report and genomic characterization of an mcr-10.1-carrying Enterobacter kobei strain isolated from a domestic kitchen sink in China.,"The Enterobacter cloacae complex (ECC), a member of the genus Enterobacter within the family Enterobacteriaceae, is an important opportunistic pathogen associated with nosocomial infections. Colistin is considered a last-resort antimicrobial for multidrug-resistant Gram-negative infections; however, the emergence and dissemination of plasmid-mediated colistin resistance genes, particularly mcr variants, have raised significant public health concerns. Among these, mcr-10 has been increasingly detected in ECC isolates from diverse clinical and environmental sources, underscoring the importance of genomic surveillance to elucidate its genetic context and transmission potential. Swab samples were collected from a kitchen sink and cultured for bacterial isolation, followed by species identification using MALDI-TOF MS. Antimicrobial susceptibility was determined by the broth microdilution method, with results interpreted according to EUCAST and CLSI guidelines. Whole-genome sequencing was performed using a hybrid approach combining Illumina short-read and Oxford Nanopore long-read sequencing. Genome annotation and antimicrobial resistance gene detection were conducted using RAST and ResFinder, respectively. Multilocus sequence typing and plasmid replicon typing were performed using the MLST and PlasmidFinder tools. Comparative plasmid analysis was carried out with EasyFig and BLAST Ring Image Generator, while phylogenetic relationships were inferred using a core-genome-based phylogenetic analysis, and the resulting tree was visualized with iTOL. Enterobacter kobei JX24083 was resistant to cefazolin, cefoxitin, and fosfomycin. Consistently, the isolate harbored the resistance genes blaACT-9 and fosA on the chromosome. The colistin resistance gene mcr-10.1 was identified on an IncFIB plasmid in the isolate; however, the isolate remained susceptible to colistin (MIC = 1 mg/L). Exposure to subinhibitory concentrations of colistin upregulated mcr-10.1 expression in vitro. Comparative sequence analysis revealed a conserved xerC-mcr-10 genetic context among Enterobacter kobei isolates harboring plasmid-borne mcr-10. Phylogenetic analysis of JX24083 together with 46 mcr-10-carrying ECC isolates from GenBank showed that several dominant sequence types, including ST681, ST125, and ST1, were distributed across different hosts and countries, indicating the potential for international dissemination. The first report of an E. kobei isolate from a domestic kitchen sink in China carrying a conserved xerC-mcr-10 plasmid backbone, yet remaining susceptible to colistin, highlights the potential for silent dissemination of mcr-10 within the Enterobacter cloacae complex (ECC) and underscores the need for continuous One Health-oriented surveillance of environmental reservoirs.",BMC microbiology,2026 May 28,10.1186/s12866-026-05205-2,https://pubmed.ncbi.nlm.nih.gov/42210078/,"Liu X, Li P, Yan Y, Gao L, Jia M, Wang S, He P, Zhu G, et al.",8.5,keyword+8.5
PubMed,42178569,Ammonia oxidation and recalcitrant carbon degradation fuel mixotrophic growth in the symbiont community of a deep-sea sponge.,"Sponges are important members of shallow-water, benthic ecosystems, where they often rely on their microbial symbionts to acquire organic or inorganic carbon. Sponges are also found in the deep sea, however, how they metabolically interact there with their symbionts remains underexplored. Here, we combined metagenomic, metatranscriptomic and stable-isotope labelling approaches to investigate the metabolic activities of the microbial community of the deep-sea sponge Calyx sp. Approximately 84% of the total estimated microbial abundance was composed of nine heterotrophic phyla, whilst the remaining 16% consisted of two autotrophic ammonia-oxidising archaea. Metatranscriptomic analysis revealed the high expression of genes involved in the degradation of recalcitrant polysaccharides of algal origin, suggesting that an undegraded fraction of marine snow plays a role in the nutrition of this deep-sea holobiont. Additionally, we detected active ammonia oxidation and carbon fixation pathways in the autotrophic community members and, through ex situ incubations with labelled carbonate show a potential to fix 13.67 mg CO2 per g dry weight in a year. This study highlights the mixotrophic lifestyle of a deep-sea sponge microbiome, expanding our knowledge of the sponge-microbe symbiosis in the oligotrophic environment of the deep ocean. Video Abstract.",Microbiome,2026 May 25,10.1186/s40168-026-02411-y,https://pubmed.ncbi.nlm.nih.gov/42178569/,"Garritano AN, J Hill L, Ribeiro B, Damasceno T, Medeiros L, Duarte G, L S Vilela C, Majzoub ME, et al.",8.5,"keyword+4.0, journal+4.5"
PubMed,42176189,Distribution of a novel DsrEFH sulfur transferase suggests widespread sulfur oxidation capacity in sulfate reducers.,"Microbial sulfur cycling is typically divided into an oxidative and a reductive branch, with microbes driving either sulfide oxidation or sulfate reduction distinguished by their genomic setup. Paradoxically, filamentous cable bacteria perform electrogenic sulfide oxidation but contain genes indicative of sulfate reduction, including the reductive type of dissimilatory sulfite reductase (DsrAB), whereas they apparently lack the canonical sulfur transferase DsrEFH essential for sulfur oxidation. AlphaFold2 structure prediction of conserved cable bacteria proteins with unknown functions identified a protein complex resembling canonical DsrEFH (hereafter termed DsrEFH type II). In vitro characterization of heterologously expressed DsrEFH type II confirmed its sulfur transferase function and, together with site-directed mutagenesis, verified that the conserved cysteine, Cys67, is the active sulfur transfer residue. Genes encoding the novel DsrEFH type II were found in 985 prokaryotic genomes. They typically co-occurred with genes for reductive DsrAB in microbes characterized as sulfate reducers or sulfur disproportionators. This study not only fills an important gap in the sulfide oxidation pathway of cable bacteria, but also suggests that a wide range of sulfate reducing bacteria may be more metabolically versatile than currently understood, representing a major shift in the perception of this globally significant physiological group of microorganisms.",The ISME journal,2026 May 23,10.1093/ismejo/wrag130,https://pubmed.ncbi.nlm.nih.gov/42176189/,"Plum-Jensen LE, Mohr MG, Tanabe TS, Wang B, Echers SG, Madsen NS, Thorup C, Linhartova M, et al.",8.5,"keyword+4.0, journal+4.5"
PubMed,42212790,Moving from a taxonomic to a functional perspective in global microbiome analysis requires optimizing multiplexing ratios.,"Next-generation sequencing has revolutionized microbiome research, yet the transition from taxonomic to functional profiling remains a major technical challenge. While marker gene sequencing provides a widely accessible ecological view, it often lacks the resolution for actionable insights. This perspective argues that shifting to whole metagenomic sequencing is essential for mapping functional potential, such as antimicrobial resistance, and metabolic pathways. However, we identify a critical bottleneck: excessive multiplexing. High multiplexing ratios reduce the number of unique molecules per sample, leading to high duplication rates and the stochastic dropout of low-abundance genes. We demonstrate that functional profiles are far more sensitive to these library complexity issues than taxonomic ones. We recommend prioritizing total sequencing depth and reducing multiplexing to ensure sufficient unique coverage. Additionally, adopting long-read or hybrid architectures is vital for providing the genomic context necessary for strain-level resolution. These optimizations are prerequisites for robust global microbiome synthesis and translational science.",mSystems,2026 May 29,10.1128/msystems.00144-26,https://pubmed.ncbi.nlm.nih.gov/42212790/,"Zielińska K, Pantiukh K, Org E, Łabaj PP, Kosciolek T",8.3,"keyword+4.5, journal+3.8"
PubMed,42208547,Forces Shaping Diversity of Hydrogen Peroxide Detoxification Potential in Ocean Microbial Ecosystems.,"Microbial communities have evolved interactions to support growth and essential ecosystem functions. For example, marine cyanobacteria like Prochlorococcus lack the catalase genes (katE, katG and manganese catalase) required for detoxifying freely-diffusible hydrogen peroxide, relying on co-occurring catalase-carrying 'helper' microbes for this function. However, the eco-evolutionary forces shaping catalase distribution are not well understood. We examined genomes, metagenome-assembled genomes (MAGs), and metagenomes to assess catalase gene distributions across diverse marine prokaryotes-including within the known 'helper' genus Alteromonas-and across surface ocean ecosystems. Within Alteromonas, most genomes contain two katE copies, while katG copy number varies across species. Across ecosystems, the Altermonadaceae family is the predominant katE carrier. Some taxa (e.g., SAR202) lack all catalases, highlighting their dependence on 'helpers'. Overall, streamlined genomes, including from SAR11, generally have one katG copy and lack katE, while larger genomes with higher GC content characteristic of copiotrophs have more copies of both catalases. Finally, in free-living communities, katG gene frequency increases with decreased particulate organic carbon (POC) concentrations, whereas in particle-associated communities, katE gene frequency increases with elevated POC. Together, these observations suggest that hydrogen peroxide detoxification capabilities are widespread and shaped by the contributions of particle-associated microbes to total community metabolism.",Environmental microbiology,2026 Jun,10.1111/1462-2920.70315,https://pubmed.ncbi.nlm.nih.gov/42208547/,"Goldberg H, Dyhrman ST, DeMers MA, Braakman R, Hennon GMM",8.0,"keyword+4.5, journal+3.5"
PubMed,42212640,Prolific S-layer shedding and associated proteins from the methanotroph Methylomicrobium album BG8.,"Some methanotrophs synthesize S-layers that overlay their outer membrane. Transmission electron microscopy imaging revealed that Methylomicrobium album BG8 constitutively sheds abundant S-layer units, a phenotype not found in seven other methanotrophs, even though Methylotuvimicrobium buryatense 5GB1 produces a similar structure. The release of S-layer units occurred regardless of carbon (methane or methanol) or nitrogen (ammonium or nitrate) source, with 50× trace metals, under copper deprivation, and at all growth phases. The released S-layer units were isolated from the culture medium of M. album BG8 by density gradient centrifugation for proteome analysis. The proteome revealed S-layer protein subunits, transporters for calcium uptake, including TolC and repeats-in-toxin (RTX) proteins, transporters for uptake of cobalamin and siderophores, cell wall biogenesis proteins, and proteins with Type I secretion system (T1SS) target domains. M. album BG8 adapted to grow at pH 4 lost its S-layer, and genome analysis revealed a frameshift mutation resulting in reduced expression of the S-layer unit gene, and an in-frame deletion mutation resulting in almost no expression of an S-layer-associated porin gene. Together, the results suggest that the biogenesis and secretion of M. album BG8 S-layer is mediated by its associated T1SS, the S-layer possesses metal acquisition functions, and low pH adaptation of M. album BG8 results in the loss of its S-layer, likely due to reduced or incomplete expression of S-layer units and the loss of an associated porin. The involvement of the T1SS and shedding phenotype of the S-layer in M. album BG8 could be applied toward selective secretion of proteins and other factors of bioindustrial interest. The methanotrophic bacterium Methylomicrobium album BG8 produces and sheds large quantities of S-layer units into the culture medium regardless of carbon or nitrogen source, metal availability, or growth phase. Of the eight methanotrophic bacteria screened, only M. album BG8 possessed this phenotype. Proteomics analysis of density gradient-purified culture supernatant identified the S-layer protein units and proteins involved in metal uptake and S-layer biogenesis, some with secretion signals for the T1SS. M. album BG8 adapted to grow at low pH lost the production of its S-layer due to mutations in the genes encoding S-layer units and an associated porin. Better understanding of M. album BG8 S-layer production and its shedding phenotype could be harnessed for exporting expressed proteins and bioproducts of industrial interest for the ease of collection and downstream processing.",Applied and environmental microbiology,2026 May 29,10.1128/aem.00607-26,https://pubmed.ncbi.nlm.nih.gov/42212640/,"Hermary MK, Rodriguez Gallo MC, Rieberger R, Grigonyte AM, McDonald K, Uhrig RG, Sauvageau D, Stein LY",8.0,"keyword+4.5, journal+3.5"
PubMed,42207417,Engineering Bacillus Subtilis for Efficient Biosynthesis of Riboflavin: Current Knowledge and Future Perspectives.,"Riboflavin is an essential water-soluble vitamin that serves as a precursor for the biosynthesis of the flavin cofactors FMN and FAD, which play pivotal roles in numerous redox and energy metabolism reactions. With the growing global demand for sustainable vitamin production, microbial fermentation has become an attractive alternative to chemical synthesis due to its environmental and economic advantages. Among microbial hosts, Bacillus subtilis has emerged as a leading cell factory for riboflavin production owing to its GRAS status, well-characterized genetics, and efficient protein secretion system. This review provides a comprehensive overview of recent advances in metabolic engineering strategies to enhance riboflavin biosynthesis in B. subtilis. Key topics include strengthening biosynthetic and precursor pathways, relieving feedback inhibition, balancing metabolic flux and cell growth, employing adaptive laboratory evolution, and utilizing omics-guided optimization and 13C metabolic flux analysis. Moreover, the integration of synthetic biology tools such as riboswitch engineering, regulatory element design, and high-throughput screening has significantly accelerated strain improvement. Despite remarkable progress, challenges remain in achieving precise regulatory control, optimizing multi-gene expression, and enhancing genome integration efficiency. Future research combining multi-omics data, synthetic regulatory design, and machine learning-driven predictive modeling is expected to further advance the development of intelligent B. subtilis cell factories. However, the practical implementation of these systems remains constrained by the metabolic burden of overproduction and the lack of universal regulatory models that can predict strain performance across varying industrial scales.",Applied biochemistry and biotechnology,2026 May 28,10.1007/s12010-026-05755-1,https://pubmed.ncbi.nlm.nih.gov/42207417/,"Yu XZ, Liu ZY",8.0,keyword+8.0
PubMed,42206362,Correction to 'Functional convergence in Z-DNA biosynthesis highlighted by the characterization of nucleotide metabolism enzymes in bacteriophages'.,,Nucleic acids research,2026 May 20,10.1093/nar/gkag563,https://pubmed.ncbi.nlm.nih.gov/42206362/,,8.0,"keyword+3.0, journal+5.0"
